Initializing Qwen Client with model: qwen3-vl-8b-instruct
Using Data Root: /ceph/hpc/home/euweihez/topcon/d2025d08-005-users/data_src/balanced/balanced_th/th/balanced_theory
--- SHARD INFO ---
Job ID: 1 / 4
Processing indices: 494 to 988 (Total: 494 papers)
[R5xozf2ZoP] figure_5.jpg -> classified as: Qualitative Examples
[R5xozf2ZoP] figure_6.jpg -> classified as: Plots / Charts
[R5xozf2ZoP] figure_9.jpg -> classified as: Plots / Charts
[R5xozf2ZoP] figure_2.jpg -> classified as: Qualitative Examples
[R5xozf2ZoP] figure_11.jpg -> classified as: Qualitative Examples
[R5xozf2ZoP] figure_7.jpg -> classified as: Qualitative Examples
[R5xozf2ZoP] figure_3.jpg -> classified as: Qualitative Examples
[R5xozf2ZoP] figure_4.jpg -> classified as: Plots / Charts
[R5xozf2ZoP] figure_1.jpg -> classified as: Qualitative Examples
[R5xozf2ZoP] figure_8.jpg -> classified as: Qualitative Examples
[R5xozf2ZoP] figure_12.jpg -> classified as: Qualitative Examples
[R5xozf2ZoP] figure_10.jpg -> classified as: Qualitative Examples
[R9W6fFlr8W] figure_5.jpg -> classified as: Plots / Charts
[R9W6fFlr8W] figure_6.jpg -> classified as: Qualitative Examples
[R9W6fFlr8W] figure_9.jpg -> classified as: Qualitative Examples
[R9W6fFlr8W] figure_2.jpg -> classified as: Plots / Charts
[R9W6fFlr8W] figure_7.jpg -> classified as: Plots / Charts
[R9W6fFlr8W] figure_3.jpg -> classified as: Plots / Charts
[R9W6fFlr8W] figure_4.jpg -> classified as: Qualitative Examples
[R9W6fFlr8W] figure_1.jpg -> classified as: Plots / Charts
[R9W6fFlr8W] figure_8.jpg -> classified as: Plots / Charts
[R9W6fFlr8W] figure_10.jpg -> classified as: Plots / Charts
[RB0RQ3XkYB] figure_5.jpg -> classified as: Plots / Charts
[RB0RQ3XkYB] figure_6.jpg -> classified as: Plots / Charts
[RB0RQ3XkYB] figure_9.jpg -> classified as: Plots / Charts
[RB0RQ3XkYB] figure_2.jpg -> classified as: Architecture Diagram
[RB0RQ3XkYB] figure_11.jpg -> classified as: Qualitative Examples
[RB0RQ3XkYB] figure_7.jpg -> classified as: Plots / Charts
[RB0RQ3XkYB] figure_3.jpg -> classified as: Qualitative Examples
[RB0RQ3XkYB] figure_4.jpg -> classified as: Plots / Charts
[RB0RQ3XkYB] figure_1.jpg -> classified as: Architecture Diagram
[RB0RQ3XkYB] figure_8.jpg -> classified as: Plots / Charts
[RB0RQ3XkYB] figure_12.jpg -> classified as: Qualitative Examples
[RB0RQ3XkYB] figure_10.jpg -> classified as: Plots / Charts
[RC2yS5QZQc] figure_5.jpg -> classified as: Plots / Charts
[RC2yS5QZQc] figure_6.jpg -> classified as: Plots / Charts
[RC2yS5QZQc] figure_9.jpg -> classified as: Plots / Charts
[RC2yS5QZQc] figure_2.jpg -> classified as: Plots / Charts
[RC2yS5QZQc] figure_11.jpg -> classified as: Plots / Charts
[RC2yS5QZQc] figure_7.jpg -> classified as: Plots / Charts
[RC2yS5QZQc] figure_3.jpg -> classified as: Plots / Charts
[RC2yS5QZQc] figure_4.jpg -> classified as: Plots / Charts
[RC2yS5QZQc] figure_1.jpg -> classified as: Plots / Charts
[RC2yS5QZQc] figure_8.jpg -> classified as: Plots / Charts
[RC2yS5QZQc] figure_10.jpg -> classified as: Plots / Charts
[REKRLIXtQG] figure_5.jpg -> classified as: Architecture Diagram
[REKRLIXtQG] figure_6.jpg -> classified as: Architecture Diagram
[REKRLIXtQG] figure_2.jpg -> classified as: Plots / Charts
[REKRLIXtQG] figure_7.jpg -> classified as: Architecture Diagram
[REKRLIXtQG] figure_3.jpg -> classified as: Plots / Charts
[REKRLIXtQG] figure_4.jpg -> classified as: Plots / Charts
[REKRLIXtQG] figure_1.jpg -> classified as: Architecture Diagram
[REKRLIXtQG] figure_8.jpg -> classified as: Plots / Charts
[RFLZFxoLnE] figure_5.jpg -> classified as: Plots / Charts
[RFLZFxoLnE] figure_2.jpg -> classified as: Plots / Charts
[RFLZFxoLnE] figure_3.jpg -> classified as: Plots / Charts
[RFLZFxoLnE] figure_4.jpg -> classified as: Plots / Charts
[RFLZFxoLnE] figure_1.jpg -> classified as: Plots / Charts
[RFMdtKbff5] figure_3.jpg -> classified as: Plots / Charts
[RFMdtKbff5] figure_4.jpg -> classified as: Plots / Charts
[RFMdtKbff5] figure_1.jpg -> classified as: Plots / Charts
[RFqeoVfLHa] figure_5.jpg -> classified as: Plots / Charts
[RFqeoVfLHa] figure_6.jpg -> classified as: Qualitative Examples
[RFqeoVfLHa] figure_2.jpg -> classified as: Plots / Charts
[RFqeoVfLHa] figure_7.jpg -> classified as: Plots / Charts
[RFqeoVfLHa] figure_3.jpg -> classified as: Plots / Charts
[RFqeoVfLHa] figure_4.jpg -> classified as: Plots / Charts
[RFqeoVfLHa] figure_1.jpg -> classified as: Plots / Charts
[RFqeoVfLHa] figure_8.jpg -> classified as: Qualitative Examples
[RKh7DI23tz] figure_19.jpg -> classified as: Plots / Charts
[RKh7DI23tz] figure_5.jpg -> classified as: Plots / Charts
[RKh7DI23tz] figure_6.jpg -> classified as: Plots / Charts
[RKh7DI23tz] figure_9.jpg -> classified as: Plots / Charts
[RKh7DI23tz] figure_18.jpg -> classified as: Plots / Charts
[RKh7DI23tz] figure_13.jpg -> classified as: Plots / Charts
[RKh7DI23tz] figure_15.jpg -> classified as: Plots / Charts
[RKh7DI23tz] figure_2.jpg -> classified as: Plots / Charts
[RKh7DI23tz] figure_20.jpg -> classified as: Plots / Charts
[RKh7DI23tz] figure_11.jpg -> classified as: Plots / Charts
[RKh7DI23tz] figure_7.jpg -> classified as: Plots / Charts
[RKh7DI23tz] figure_3.jpg -> classified as: Plots / Charts
[RKh7DI23tz] figure_4.jpg -> classified as: Plots / Charts
[RKh7DI23tz] figure_17.jpg -> classified as: Plots / Charts
[RKh7DI23tz] figure_1.jpg -> classified as: Plots / Charts
[RKh7DI23tz] figure_8.jpg -> classified as: Plots / Charts
[RKh7DI23tz] figure_12.jpg -> classified as: Plots / Charts
[RKh7DI23tz] figure_14.jpg -> classified as: Plots / Charts
[RKh7DI23tz] figure_16.jpg -> classified as: Plots / Charts
[RKh7DI23tz] figure_10.jpg -> classified as: Plots / Charts
[RMgqvQGTwH] figure_2.jpg -> classified as: Plots / Charts
[RMgqvQGTwH] figure_3.jpg -> classified as: Plots / Charts
[RMgqvQGTwH] figure_4.jpg -> classified as: Plots / Charts
[RMgqvQGTwH] figure_1.jpg -> classified as: Architecture Diagram
[RNGUbTYSjk] figure_(b)_PEG._The.jpg -> classified as: Plots / Charts
[RNGUbTYSjk] figure_5.jpg -> classified as: Plots / Charts
[RNGUbTYSjk] figure_6.jpg -> classified as: Plots / Charts
[RNGUbTYSjk] figure_9.jpg -> classified as: Plots / Charts
[RNGUbTYSjk] figure_13.jpg -> classified as: Plots / Charts
[RNGUbTYSjk] figure_2.jpg -> classified as: Plots / Charts
[RNGUbTYSjk] figure_11.jpg -> classified as: Plots / Charts
[RNGUbTYSjk] figure_7.jpg -> classified as: Plots / Charts
[RNGUbTYSjk] figure_3.jpg -> classified as: Plots / Charts
[RNGUbTYSjk] figure_4.jpg -> classified as: Plots / Charts
[RNGUbTYSjk] figure_1.jpg -> classified as: Plots / Charts
[RNGUbTYSjk] figure_8.jpg -> classified as: Plots / Charts
[RNGUbTYSjk] figure_12.jpg -> classified as: Plots / Charts
[RNGUbTYSjk] figure_10.jpg -> classified as: Plots / Charts
[ROC3UASRV7] figure_5.jpg -> classified as: Plots / Charts
[ROC3UASRV7] figure_6.jpg -> classified as: Plots / Charts
[ROC3UASRV7] figure_9.jpg -> classified as: Plots / Charts
[ROC3UASRV7] figure_2.jpg -> classified as: Plots / Charts
[ROC3UASRV7] figure_11.jpg -> classified as: Plots / Charts
[ROC3UASRV7] figure_7.jpg -> classified as: Plots / Charts
[ROC3UASRV7] figure_3.jpg -> classified as: Plots / Charts
[ROC3UASRV7] figure_4.jpg -> classified as: Plots / Charts
[ROC3UASRV7] figure_1.jpg -> classified as: Plots / Charts
[ROC3UASRV7] figure_8.jpg -> classified as: Plots / Charts
[ROC3UASRV7] figure_12.jpg -> classified as: Plots / Charts
[ROC3UASRV7] figure_10.jpg -> classified as: Plots / Charts
[ROYSNn3vvB] figure_5.jpg -> classified as: Plots / Charts
[ROYSNn3vvB] figure_6.jpg -> classified as: Plots / Charts
[ROYSNn3vvB] figure_2.jpg -> classified as: Plots / Charts
[ROYSNn3vvB] figure_7.jpg -> classified as: Plots / Charts
[ROYSNn3vvB] figure_3.jpg -> classified as: Other
  -> Skipping second pass (Other)
[ROYSNn3vvB] figure_4.jpg -> classified as: Plots / Charts
[ROYSNn3vvB] figure_1.jpg -> classified as: Plots / Charts
[RQz7szbVDs] figure_5.jpg -> classified as: Plots / Charts
[RQz7szbVDs] figure_6.jpg -> classified as: Plots / Charts
[RQz7szbVDs] figure_9.jpg -> classified as: Plots / Charts
[RQz7szbVDs] figure_13.jpg -> classified as: Plots / Charts
[RQz7szbVDs] figure_2.jpg -> classified as: Architecture Diagram
[RQz7szbVDs] figure_11.jpg -> classified as: Plots / Charts
[RQz7szbVDs] figure_7.jpg -> classified as: Plots / Charts
[RQz7szbVDs] figure_3.jpg -> classified as: Plots / Charts
[RQz7szbVDs] figure_4.jpg -> classified as: Plots / Charts
[RQz7szbVDs] figure_1.jpg -> classified as: Plots / Charts
[RQz7szbVDs] figure_8.jpg -> classified as: Plots / Charts
[RQz7szbVDs] figure_12.jpg -> classified as: Plots / Charts
[RQz7szbVDs] figure_10.jpg -> classified as: Plots / Charts
[RZZPnAaw6Z] figure_5.jpg -> classified as: Plots / Charts
[RZZPnAaw6Z] figure_2.jpg -> classified as: Plots / Charts
[RZZPnAaw6Z] figure_1.jpg -> classified as: Architecture Diagram
[RaqZX9LSGA] figure_5.jpg -> classified as: Plots / Charts
[RaqZX9LSGA] figure_6.jpg -> classified as: Plots / Charts
[RaqZX9LSGA] figure_2.jpg -> classified as: Architecture Diagram
[RaqZX9LSGA] figure_7.jpg -> classified as: Plots / Charts
[RaqZX9LSGA] figure_3.jpg -> classified as: Plots / Charts
[RaqZX9LSGA] figure_4.jpg -> classified as: Plots / Charts
[RaqZX9LSGA] figure_1.jpg -> classified as: Plots / Charts
[RbKThNNFxr] figure_5.jpg -> classified as: Plots / Charts
[RbKThNNFxr] figure_6.jpg -> classified as: Plots / Charts
[RbKThNNFxr] figure_2.jpg -> classified as: Plots / Charts
[RbKThNNFxr] figure_3.jpg -> classified as: Plots / Charts
[RbKThNNFxr] figure_4.jpg -> classified as: Plots / Charts
[RbKThNNFxr] figure_1.jpg -> classified as: Architecture Diagram
[RcNzwKrjTo] figure_5.jpg -> classified as: Plots / Charts
[RcNzwKrjTo] figure_6.jpg -> classified as: Plots / Charts
[RcNzwKrjTo] figure_2.jpg -> classified as: Plots / Charts
[RcNzwKrjTo] figure_7.jpg -> classified as: Plots / Charts
[RcNzwKrjTo] figure_3.jpg -> classified as: Plots / Charts
[RcNzwKrjTo] figure_4.jpg -> classified as: Plots / Charts
[RcNzwKrjTo] figure_1.jpg -> classified as: Plots / Charts
[RcNzwKrjTo] figure_8.jpg -> classified as: Plots / Charts
[Rdb0HxGJa3] figure_5.jpg -> classified as: Plots / Charts
[Rdb0HxGJa3] figure_6.jpg -> classified as: Plots / Charts
[Rdb0HxGJa3] figure_3.2.3_ASYNCHRONOUS_UPDATE.jpg -> classified as: Architecture Diagram
[Rdb0HxGJa3] figure_4.jpg -> classified as: Plots / Charts
[Re4Z3Wt2DS] figure_5.jpg -> classified as: Plots / Charts
[Re4Z3Wt2DS] figure_6.jpg -> classified as: Plots / Charts
[Re4Z3Wt2DS] figure_9.jpg -> classified as: Plots / Charts
[Re4Z3Wt2DS] figure_13.jpg -> classified as: Qualitative Examples
[Re4Z3Wt2DS] figure_2.jpg -> classified as: Architecture Diagram
[Re4Z3Wt2DS] figure_11.jpg -> classified as: Plots / Charts
[Re4Z3Wt2DS] figure_7.jpg -> classified as: Qualitative Examples
[Re4Z3Wt2DS] figure_3.jpg -> classified as: Architecture Diagram
[Re4Z3Wt2DS] figure_4.jpg -> classified as: Plots / Charts
[Re4Z3Wt2DS] figure_1.jpg -> classified as: Qualitative Examples
[Re4Z3Wt2DS] figure_8.jpg -> classified as: Qualitative Examples
[Re4Z3Wt2DS] figure_12.jpg -> classified as: Qualitative Examples
[Re4Z3Wt2DS] figure_14.jpg -> classified as: Qualitative Examples
[Re4Z3Wt2DS] figure_10.jpg -> classified as: Plots / Charts
[ReItdfwMcg] figure_1.jpg -> classified as: Architecture Diagram
[Rhclu9eWxU] figure_Fig.4_Qualitative_comparison.jpg -> classified as: Qualitative Examples
[Rhclu9eWxU] figure_Fig.1._Architecture_of.jpg -> classified as: Architecture Diagram
[Rhclu9eWxU] figure_Fig.3._Network_structure.jpg -> classified as: Architecture Diagram
[RmQAKu1wCe] figure_5.jpg -> classified as: Plots / Charts
[RmQAKu1wCe] figure_9.jpg -> classified as: Plots / Charts
[RmQAKu1wCe] figure_2.jpg -> classified as: Architecture Diagram
[RmQAKu1wCe] figure_7.jpg -> classified as: Plots / Charts
[RmQAKu1wCe] figure_3.jpg -> classified as: Architecture Diagram
[RmQAKu1wCe] figure_4.jpg -> classified as: Architecture Diagram
[RmQAKu1wCe] figure_1.jpg -> classified as: Architecture Diagram
[RmQAKu1wCe] figure_8.jpg -> classified as: Plots / Charts
[RmRA7Q0lwQ] figure_task_plot_of.jpg -> classified as: Plots / Charts
[RmRA7Q0lwQ] figure_5.jpg -> classified as: Plots / Charts
[RmRA7Q0lwQ] figure_6.jpg -> classified as: Plots / Charts
[RmRA7Q0lwQ] figure_task_plot_of_2.jpg -> classified as: Plots / Charts
[RmRA7Q0lwQ] figure_9.jpg -> classified as: Plots / Charts
[RmRA7Q0lwQ] figure_13.jpg -> classified as: Plots / Charts
[RmRA7Q0lwQ] figure_15.jpg -> classified as: Plots / Charts
[RmRA7Q0lwQ] figure_2.jpg -> classified as: Plots / Charts
[RmRA7Q0lwQ] figure_11.jpg -> classified as: Plots / Charts
[RmRA7Q0lwQ] figure_7.jpg -> classified as: Plots / Charts
[RmRA7Q0lwQ] figure_3.jpg -> classified as: Plots / Charts
[RmRA7Q0lwQ] figure_4.jpg -> classified as: Plots / Charts
[RmRA7Q0lwQ] figure_(b)_Number_of.jpg -> classified as: Plots / Charts
[RmRA7Q0lwQ] figure_1.jpg -> classified as: Plots / Charts
[RmRA7Q0lwQ] figure_task_plot_of_1.jpg -> classified as: Plots / Charts
[RmRA7Q0lwQ] figure_8.jpg -> classified as: Plots / Charts
[RmRA7Q0lwQ] figure_12.jpg -> classified as: Plots / Charts
[RmRA7Q0lwQ] figure_16.jpg -> classified as: Plots / Charts
[RmRA7Q0lwQ] figure_10.jpg -> classified as: Plots / Charts
[RsztjXcvUf] figure_5.jpg -> classified as: Qualitative Examples
[RsztjXcvUf] figure_6.jpg -> classified as: Plots / Charts
[RsztjXcvUf] figure_9.jpg -> classified as: Plots / Charts
[RsztjXcvUf] figure_13.jpg -> classified as: Plots / Charts
[RsztjXcvUf] figure_15.jpg -> classified as: Plots / Charts
[RsztjXcvUf] figure_2.jpg -> classified as: Plots / Charts
[RsztjXcvUf] figure_11.jpg -> classified as: Plots / Charts
[RsztjXcvUf] figure_7.jpg -> classified as: Plots / Charts
[RsztjXcvUf] figure_4.jpg -> classified as: Plots / Charts
[RsztjXcvUf] figure_1.jpg -> classified as: Qualitative Examples
[RsztjXcvUf] figure_8.jpg -> classified as: Qualitative Examples
[RsztjXcvUf] figure_12.jpg -> classified as: Plots / Charts
[RsztjXcvUf] figure_14.jpg -> classified as: Plots / Charts
[RsztjXcvUf] figure_16.jpg -> classified as: Plots / Charts
[RsztjXcvUf] figure_10.jpg -> classified as: Plots / Charts
[Rt6btdXS2b] figure_5.jpg -> classified as: Plots / Charts
[Rt6btdXS2b] figure_6.jpg -> classified as: Plots / Charts
[Rt6btdXS2b] figure_9.jpg -> classified as: Plots / Charts
[Rt6btdXS2b] figure_2.jpg -> classified as: Architecture Diagram
[Rt6btdXS2b] figure_7.jpg -> classified as: Plots / Charts
[Rt6btdXS2b] figure_3.jpg -> classified as: Plots / Charts
[Rt6btdXS2b] figure_4.jpg -> classified as: Plots / Charts
[Rt6btdXS2b] figure_1.jpg -> classified as: Architecture Diagram
[Rt6btdXS2b] figure_8.jpg -> classified as: Plots / Charts
[RzNlECeoOB] figure_C2.jpg -> classified as: Plots / Charts
[RzNlECeoOB] figure_5.jpg -> classified as: Qualitative Examples
[RzNlECeoOB] figure_2.jpg -> classified as: Plots / Charts
[RzNlECeoOB] figure_3.jpg -> classified as: Qualitative Examples
[RzNlECeoOB] figure_4.jpg -> classified as: Qualitative Examples
[RzNlECeoOB] figure_1.jpg -> classified as: Plots / Charts
[RzNlECeoOB] figure_B1.jpg -> classified as: Architecture Diagram
[RzV7QRowUl] figure_H_2.jpg -> classified as: Plots / Charts
[RzV7QRowUl] figure_5.jpg -> classified as: Plots / Charts
[RzV7QRowUl] figure_H_1.jpg -> classified as: Plots / Charts
[RzV7QRowUl] figure_H.jpg -> classified as: Plots / Charts
[RzV7QRowUl] figure_2.jpg -> classified as: Plots / Charts
[RzV7QRowUl] figure_3.jpg -> classified as: Plots / Charts
[RzV7QRowUl] figure_4.jpg -> classified as: Plots / Charts
[RzV7QRowUl] figure_1.jpg -> classified as: Plots / Charts
[S4dItvpvAv] figure_5.jpg -> classified as: Plots / Charts
[S4dItvpvAv] figure_2.jpg -> classified as: Plots / Charts
[S4dItvpvAv] figure_7.jpg -> classified as: Plots / Charts
[S4dItvpvAv] figure_3.jpg -> classified as: Plots / Charts
[S4dItvpvAv] figure_4.jpg -> classified as: Plots / Charts
[S4dItvpvAv] figure_1.jpg -> classified as: Plots / Charts
[S4dItvpvAv] figure_8.jpg -> classified as: Plots / Charts
[S5yOuNfSA0] figure_5.jpg -> classified as: Other
  -> Skipping second pass (Other)
[S5yOuNfSA0] figure_6.jpg -> classified as: Plots / Charts
[S5yOuNfSA0] figure_2.jpg -> classified as: Architecture Diagram
[S5yOuNfSA0] figure_3.jpg -> classified as: Plots / Charts
[S5yOuNfSA0] figure_4.jpg -> classified as: Plots / Charts
[S5yOuNfSA0] figure_1.jpg -> classified as: Architecture Diagram
[S62iZf0cba] figure_5.jpg -> classified as: Plots / Charts
[S62iZf0cba] figure_6.jpg -> classified as: Plots / Charts
[S62iZf0cba] figure_2.jpg -> classified as: Plots / Charts
[S62iZf0cba] figure_7.jpg -> classified as: Qualitative Examples
[S62iZf0cba] figure_3.jpg -> classified as: Plots / Charts
[S62iZf0cba] figure_4.jpg -> classified as: Plots / Charts
[S62iZf0cba] figure_1.jpg -> classified as: Architecture Diagram
[S6Dn3uyM2p] figure_5.jpg -> classified as: Plots / Charts
[S6Dn3uyM2p] figure_6.jpg -> classified as: Plots / Charts
[S6Dn3uyM2p] figure_2.jpg -> classified as: Plots / Charts
[S6Dn3uyM2p] figure_7.jpg -> classified as: Plots / Charts
[S6Dn3uyM2p] figure_3.jpg -> classified as: Plots / Charts
[S6Dn3uyM2p] figure_4.jpg -> classified as: Plots / Charts
[S6Dn3uyM2p] figure_1.jpg -> classified as: Plots / Charts
[S7j1sNVIm9] figure_5.jpg -> classified as: Plots / Charts
[S7j1sNVIm9] figure_6.jpg -> classified as: Plots / Charts
[S7j1sNVIm9] figure_9.jpg -> classified as: Plots / Charts
[S7j1sNVIm9] figure_2.jpg -> classified as: Plots / Charts
[S7j1sNVIm9] figure_7.jpg -> classified as: Plots / Charts
[S7j1sNVIm9] figure_3.jpg -> classified as: Plots / Charts
[S7j1sNVIm9] figure_4.jpg -> classified as: Plots / Charts
[S7j1sNVIm9] figure_1.jpg -> classified as: Plots / Charts
[S7j1sNVIm9] figure_8.jpg -> classified as: Plots / Charts
[SA19ijj44B] figure_A_2.jpg -> classified as: Plots / Charts
[SA19ijj44B] figure_A_15.jpg -> classified as: Plots / Charts
[SA19ijj44B] figure_A.jpg -> classified as: Plots / Charts
[SA19ijj44B] figure_5.jpg -> classified as: Plots / Charts
[SA19ijj44B] figure_6.jpg -> classified as: Plots / Charts
[SA19ijj44B] figure_A_9.jpg -> classified as: Plots / Charts
[SA19ijj44B] figure_A_3.jpg -> classified as: Plots / Charts
[SA19ijj44B] figure_A_12.jpg -> classified as: Plots / Charts
[SA19ijj44B] figure_A_10.jpg -> classified as: Plots / Charts
[SA19ijj44B] figure_A_17.jpg -> classified as: Plots / Charts
[SA19ijj44B] figure_2.jpg -> classified as: Plots / Charts
[SA19ijj44B] figure_A_6.jpg -> classified as: Plots / Charts
[SA19ijj44B] figure_A_8.jpg -> classified as: Plots / Charts
[SA19ijj44B] figure_A_7.jpg -> classified as: Plots / Charts
[SA19ijj44B] figure_A_1.jpg -> classified as: Plots / Charts
[SA19ijj44B] figure_A_5.jpg -> classified as: Plots / Charts
[SA19ijj44B] figure_A_16.jpg -> classified as: Plots / Charts
[SA19ijj44B] figure_3.jpg -> classified as: Plots / Charts
[SA19ijj44B] figure_4.jpg -> classified as: Plots / Charts
[SA19ijj44B] figure_1.jpg -> classified as: Plots / Charts
[SA19ijj44B] figure_A_4.jpg -> classified as: Plots / Charts
[SA19ijj44B] figure_A_13.jpg -> classified as: Plots / Charts
[SA19ijj44B] figure_A_11.jpg -> classified as: Plots / Charts
[SA19ijj44B] figure_A_14.jpg -> classified as: Plots / Charts
[SD4iBfAXZk] figure_5.jpg -> classified as: Plots / Charts
[SD4iBfAXZk] figure_6.jpg -> classified as: Plots / Charts
[SD4iBfAXZk] figure_2.jpg -> classified as: Plots / Charts
[SD4iBfAXZk] figure_3.jpg -> classified as: Plots / Charts
[SD4iBfAXZk] figure_4.jpg -> classified as: Plots / Charts
[SD4iBfAXZk] figure_1.jpg -> classified as: Architecture Diagram
[SHUQtRK0eU] figure_(a)_The_visualization.jpg -> classified as: Other
  -> Skipping second pass (Other)
[SHUQtRK0eU] figure_s_(b)_Visualization.jpg -> classified as: Plots / Charts
[SHUQtRK0eU] figure_2.jpg -> classified as: Plots / Charts
[SHUQtRK0eU] figure_3.jpg -> classified as: Plots / Charts
[SHUQtRK0eU] figure_1.jpg -> classified as: Plots / Charts
[SHUQtRK0eU] figure_(b)_Illustration_of.jpg -> classified as: Other
  -> Skipping second pass (Other)
[SJ9lqUalq1] figure_5.jpg -> classified as: Plots / Charts
[SJ9lqUalq1] figure_6.jpg -> classified as: Plots / Charts
[SJ9lqUalq1] figure_9.jpg -> classified as: Plots / Charts
[SJ9lqUalq1] figure_2.jpg -> classified as: Plots / Charts
[SJ9lqUalq1] figure_7.jpg -> classified as: Plots / Charts
[SJ9lqUalq1] figure_3.jpg -> classified as: Plots / Charts
[SJ9lqUalq1] figure_4.jpg -> classified as: Plots / Charts
[SJ9lqUalq1] figure_1.jpg -> classified as: Plots / Charts
[SJ9lqUalq1] figure_8.jpg -> classified as: Plots / Charts
[SJ9lqUalq1] figure_10.jpg -> classified as: Plots / Charts
[SJZL5w4Iez] figure_5.jpg -> classified as: Plots / Charts
[SJZL5w4Iez] figure_ure_1__(a,c).jpg -> classified as: Plots / Charts
[SJZL5w4Iez] figure_2.jpg -> classified as: Plots / Charts
[SJZL5w4Iez] figure_S_2.jpg -> classified as: Plots / Charts
[SJZL5w4Iez] figure_S_3.jpg -> classified as: Plots / Charts
[SJZL5w4Iez] figure_3.jpg -> classified as: Plots / Charts
[SJZL5w4Iez] figure_4.jpg -> classified as: Plots / Charts
[SJZL5w4Iez] figure_S_1.jpg -> classified as: Plots / Charts
[SJZL5w4Iez] figure_S.jpg -> classified as: Plots / Charts
[SKW10XJlAI] figure_19.jpg -> classified as: Qualitative Examples
[SKW10XJlAI] figure_23.jpg -> classified as: Qualitative Examples
[SKW10XJlAI] figure_5.jpg -> classified as: Plots / Charts
[SKW10XJlAI] figure_6.jpg -> classified as: Plots / Charts
[SKW10XJlAI] figure_9.jpg -> classified as: Qualitative Examples
[SKW10XJlAI] figure_22.jpg -> classified as: Qualitative Examples
[SKW10XJlAI] figure_18.jpg -> classified as: Plots / Charts
[SKW10XJlAI] figure_13.jpg -> classified as: Qualitative Examples
[SKW10XJlAI] figure_15.jpg -> classified as: Qualitative Examples
[SKW10XJlAI] figure_2.jpg -> classified as: Other
  -> Skipping second pass (Other)
[SKW10XJlAI] figure_(d)_Phase_2_.jpg -> classified as: Plots / Charts
[SKW10XJlAI] figure_20.jpg -> classified as: Qualitative Examples
[SKW10XJlAI] figure_11.jpg -> classified as: Qualitative Examples
[SKW10XJlAI] figure_7.jpg -> classified as: Plots / Charts
[SKW10XJlAI] figure_(c)_Phase_1_.jpg -> classified as: Plots / Charts
[SKW10XJlAI] figure_3.jpg -> classified as: Plots / Charts
[SKW10XJlAI] figure_(b)_The_average.jpg -> classified as: Plots / Charts
[SKW10XJlAI] figure_4.jpg -> classified as: Plots / Charts
[SKW10XJlAI] figure_(a)_Three_stairs.jpg -> classified as: Plots / Charts
[SKW10XJlAI] figure_17.jpg -> classified as: Plots / Charts
[SKW10XJlAI] figure_1.jpg -> classified as: Qualitative Examples
[SKW10XJlAI] figure_8.jpg -> classified as: Teaser Image
[SKW10XJlAI] figure_12.jpg -> classified as: Qualitative Examples
[SKW10XJlAI] figure_25.jpg -> classified as: Plots / Charts
[SKW10XJlAI] figure_21.jpg -> classified as: Qualitative Examples
[SKW10XJlAI] figure_14.jpg -> classified as: Qualitative Examples
[SKW10XJlAI] figure_16.jpg -> classified as: Plots / Charts
[SKW10XJlAI] figure_10.jpg -> classified as: Teaser Image
[SKulT2VX9p] figure_19.jpg -> classified as: Plots / Charts
[SKulT2VX9p] figure_5.jpg -> classified as: Plots / Charts
[SKulT2VX9p] figure_6.jpg -> classified as: Plots / Charts
[SKulT2VX9p] figure_9.jpg -> classified as: Architecture Diagram
[SKulT2VX9p] figure_18.jpg -> classified as: Plots / Charts
[SKulT2VX9p] figure_13.jpg -> classified as: Architecture Diagram
[SKulT2VX9p] figure_15.jpg -> classified as: Plots / Charts
[SKulT2VX9p] figure_20.jpg -> classified as: Plots / Charts
[SKulT2VX9p] figure_11.jpg -> classified as: Architecture Diagram
[SKulT2VX9p] figure_7.jpg -> classified as: Plots / Charts
[SKulT2VX9p] figure_3.jpg -> classified as: Plots / Charts
[SKulT2VX9p] figure_4.jpg -> classified as: Plots / Charts
[SKulT2VX9p] figure_17.jpg -> classified as: Plots / Charts
[SKulT2VX9p] figure_1.jpg -> classified as: Architecture Diagram
[SKulT2VX9p] figure_12.jpg -> classified as: Plots / Charts
[SKulT2VX9p] figure_14.jpg -> classified as: Plots / Charts
[SKulT2VX9p] figure_16.jpg -> classified as: Plots / Charts
[SKulT2VX9p] figure_10.jpg -> classified as: Architecture Diagram
[SPcJPZVYAq] figure_5.jpg -> classified as: Plots / Charts
[SPcJPZVYAq] figure_2.jpg -> classified as: Plots / Charts
[SPcJPZVYAq] figure_3.jpg -> classified as: Plots / Charts
[SPcJPZVYAq] figure_4.jpg -> classified as: Plots / Charts
[SPcJPZVYAq] figure_1.jpg -> classified as: Plots / Charts
[SQnitDuow6] figure_5.jpg -> classified as: Plots / Charts
[SQnitDuow6] figure_2.jpg -> classified as: Plots / Charts
[SQnitDuow6] figure_3.jpg -> classified as: Plots / Charts
[SQnitDuow6] figure_4.jpg -> classified as: Plots / Charts
[SQnitDuow6] figure_2_1.jpg -> classified as: Plots / Charts
[SQnitDuow6] figure_1.jpg -> classified as: Plots / Charts
[SRjzerUpB2] figure_5.jpg -> classified as: Plots / Charts
[SRjzerUpB2] figure_6.jpg -> classified as: Plots / Charts
